moved_to_state,from_state,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010
Kansas,Louisiana,0.0006,0.0011,0.0015,0.001,0.0021,0.002,0.0037,0.0025,0.0039,0.0038,0.0036,0.0042
Kansas,Maine,0.0016,0.0007,0.0004,0.0005,0,0.0001,0.0004,0.0003,0.0007,0.0005,0.0006,0.0014
Kansas,Maryland,0.0029,0.002,0.0014,0.0009,0.0007,0.0007,0.001,0.0011,0.0015,0.002,0.0021,0.0018
Kansas,Massachusetts,0.0025,0.002,0.0013,0.0018,0.0006,0.0008,0.0021,0.0023,0.0022,0.0022,0.0022,0.0014
Kansas,Michigan,0.0075,0.006,0.0043,0.0038,0.0028,0.0028,0.0037,0.0051,0.005,0.006,0.007,0.0073
Kansas,Minnesota,0.002,0.0017,0.0023,0.0025,0.0017,0.0038,0.0036,0.0056,0.0049,0.0058,0.0056,0.0041
Kansas,Mississippi,0.0017,0.0021,0.0018,0.0015,0.0019,0.0026,0.0029,0.0031,0.0038,0.0036,0.0038,0.0027
Kansas,Missouri,0.0689,0.0837,0.0896,0.0948,0.0849,0.09,0.0886,0.0826,0.0888,0.094,0.0866,0.0811
Kansas,Montana,0.0001,0.0001,0.0005,0.0012,0.0007,0.0007,0.0013,0.0012,0.0014,0.0015,0.0014,0.001
Kansas,Nebraska,0.0132,0.0172,0.0195,0.0188,0.0185,0.0187,0.0186,0.0181,0.017,0.0189,0.0179,0.0165
Kansas,Nevada,0,0,0.0001,0.0001,0,0.0001,0.0002,0.0003,0.0006,0.0006,0.0008,0.0007
Kansas,New Hampshire,0.0006,0.0004,0.0003,0.0002,0.0002,0,0.0002,0.0002,0.0003,0.0002,0.0005,0.0002
Kansas,New Jersey,0.0023,0.0022,0.0016,0.0008,0.0005,0.0009,0.0019,0.0028,0.0027,0.0024,0.0031,0.0022
Kansas,New Mexico,0.0004,0.0003,0.0014,0.0009,0.0011,0.0013,0.0026,0.0021,0.0029,0.003,0.003,0.0028
Kansas,New York,0.0195,0.0129,0.0093,0.0057,0.0037,0.002,0.0053,0.0059,0.0073,0.0081,0.0086,0.0091
Kansas,North Carolina,0.0029,0.0039,0.0016,0.0015,0.001,0.0014,0.002,0.0021,0.0027,0.0028,0.0027,0.0033
Kansas,North Dakota,0.0001,0.0001,0.0003,0.0003,0.0008,0.001,0.0008,0.0016,0.0023,0.0022,0.0018,0.0014
Kansas,Ohio,0.0636,0.041,0.0314,0.0213,0.0142,0.0075,0.0048,0.0056,0.0073,0.0072,0.0069,0.0066
Kansas,Oklahoma,0.0029,0.0138,0.0199,0.0311,0.0323,0.0439,0.0481,0.0441,0.0402,0.0376,0.031,0.0244
Kansas,Oregon,0.0006,0.0004,0.0008,0.0005,0.0005,0.0014,0.0007,0.0011,0.0016,0.0019,0.002,0.0017
Kansas,Pennsylvania,0.0306,0.0234,0.0163,0.0088,0.0084,0.0053,0.0057,0.0055,0.0064,0.0062,0.0059,0.0053
Kansas,Rhode Island,0.0002,0.0001,0.0001,0.0001,0.0002,0.0005,0.0004,0.0004,0.0005,0.0003,0.0005,0.0003
Kansas,South Carolina,0.0005,0.0004,0.0004,0.0005,0.0004,0.0007,0.0007,0.0007,0.0014,0.0015,0.0015,0.0011
Kansas,South Dakota,0.0009,0.0012,0.0014,0.0014,0.0018,0.002,0.0026,0.0031,0.003,0.0029,0.0034,0.0023
Kansas,Tennessee,0.0096,0.0101,0.0083,0.0082,0.0051,0.0036,0.0035,0.0035,0.0035,0.0033,0.0031,0.0038
Kansas,Texas,0.0026,0.0054,0.0076,0.0094,0.01,0.0135,0.0168,0.0188,0.0199,0.0218,0.023,0.0243
Kansas,Utah,0.0001,0.0003,0.0002,0.0002,0.0004,0.0007,0.0012,0.0014,0.0014,0.0015,0.0016,0.0017
Kansas,Vermont,0.0023,0.0014,0.0005,0.0005,0.0003,0.0002,0.0003,0.0002,0.0006,0.0002,0.0002,0.0002
Kansas,Virginia,0.0082,0.0064,0.0054,0.0028,0.0015,0.002,0.0021,0.0022,0.0031,0.0032,0.0033,0.004
Kansas,Washington,0.0002,0.001,0.001,0.0005,0.0005,0.001,0.0021,0.0027,0.0031,0.003,0.0034,0.0033
Kansas,West Virginia,0.0047,0.0048,0.0034,0.0033,0.002,0.002,0.0021,0.0013,0.0018,0.0016,0.0015,0.0007
Kansas,Wisconsin,0.008,0.0097,0.0055,0.005,0.0037,0.0026,0.0033,0.0042,0.0039,0.004,0.0045,0.0039
Kansas,Wyoming,0.0001,0.0001,0.0002,0.0004,0.0005,0.0013,0.0008,0.0009,0.0014,0.0015,0.0015,0.0012
Kentucky,Alabama,0.0013,0.0019,0.003,0.005,0.005,0.0054,0.0063,0.0051,0.0056,0.0053,0.0043,0.005
Kentucky,Alaska,0,0,0,0,0,0,0.0001,0.0001,0.0003,0.0004,0.0004,0.0005
Kentucky,Arizona,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0004,0.0007,0.0008,0.0014,0.002
Kentucky,Arkansas,0.0005,0.0009,0.0008,0.0017,0.0016,0.0016,0.0017,0.0015,0.0023,0.0019,0.0025,0.0024
Kentucky,California,0.0001,0.0001,0.0003,0.0002,0.0004,0.0008,0.0017,0.0028,0.0047,0.0054,0.0083,0.0113
Kentucky,Colorado,0,0.0002,0.0002,0.0002,0.0004,0.0003,0.0004,0.0008,0.001,0.0017,0.0017,0.002
Kentucky,Connecticut,0.0002,0.0001,0.0002,0.0003,0,0.0004,0.0004,0.0005,0.0007,0.0007,0.0009,0.001
Kentucky,Delaware,0,0,0,0,0,0.0001,0.0001,0.0002,0.0002,0.0003,0.0005,0.0006
Kentucky,District of Columbia,0.0001,0,0.0001,0.0001,0.0004,0.0002,0.0005,0.0006,0.0007,0.001,0.0008,0.0007
Kentucky,Florida,0.0002,0,0.0003,0.0005,0.0005,0.0013,0.0014,0.0023,0.0046,0.0054,0.0069,0.0101
Kentucky,Georgia,0.0012,0.0016,0.0017,0.0035,0.0024,0.0036,0.0034,0.0042,0.0043,0.0044,0.0052,0.0057
Kentucky,Hawaii,0,0,0,0,0,0,0.0002,0.0003,0.0004,0.0006,0.0008,0.0007
Kentucky,Idaho,0,0,0,0,0,0.0001,0.0002,0.0003,0.0004,0.0002,0.0003,0.0004
Kentucky,Illinois,0.0051,0.0053,0.0044,0.0062,0.0052,0.0063,0.0081,0.0106,0.014,0.0152,0.017,0.0186
Kentucky,Indiana,0.0131,0.0131,0.0135,0.0129,0.0109,0.0146,0.0152,0.0169,0.022,0.0236,0.0266,0.0299
Kentucky,Iowa,0.0003,0.0003,0.0007,0.0003,0.0006,0.0011,0.0007,0.0014,0.0018,0.0021,0.002,0.0017
Kentucky,Kansas,0.0003,0.0004,0.0007,0.0008,0.0008,0.0009,0.0013,0.0012,0.0019,0.0017,0.0021,0.0026
Kentucky,Louisiana,0.0007,0.0008,0.0004,0.0004,0.0005,0.001,0.0009,0.0015,0.0018,0.0021,0.0025,0.0029
Kentucky,Maine,0.0001,0.0001,0.0001,0.0002,0,0.0001,0.0002,0.0003,0.0006,0.0003,0.0006,0.0006
Kentucky,Maryland,0.0006,0.0006,0.0004,0.0004,0.0003,0.0007,0.001,0.0016,0.0018,0.002,0.0023,0.0031
Kentucky,Massachusetts,0.0003,0.0002,0.0004,0.0003,0.0005,0.0006,0.0014,0.0012,0.002,0.0019,0.0024,0.0022
Kentucky,Michigan,0.0006,0.0008,0.0009,0.0014,0.0011,0.0026,0.004,0.0048,0.0091,0.0096,0.0116,0.0136
Kentucky,Minnesota,0.0001,0,0.0001,0.0003,0.0009,0.0007,0.0006,0.0012,0.0012,0.0014,0.0015,0.0015
Kentucky,Mississippi,0.0009,0.0008,0.0008,0.002,0.0014,0.0028,0.003,0.0028,0.0028,0.0026,0.0024,0.0026
Kentucky,Missouri,0.0035,0.0031,0.0035,0.003,0.0028,0.0035,0.0037,0.0032,0.0047,0.0055,0.0058,0.006
Kentucky,Montana,0,0,0,0,0,0.0002,0.0002,0.0002,0.0003,0.0004,0.0003,0.0004
Kentucky,Nebraska,0.0001,0.0001,0.0001,0.0002,0.0002,0.0005,0.0006,0.0007,0.0008,0.0008,0.001,0.0013
Kentucky,Nevada,0,0,0,0,0,0,0.0001,0.0001,0.0005,0.0002,0.0004,0.0002
Kentucky,New Hampshire,0,0,0,0,0,0.0001,0,0,0.0003,0.0002,0.0004,0.0003
Kentucky,New Jersey,0.0002,0.0003,0.0002,0.0002,0.0004,0.0004,0.0013,0.0018,0.0021,0.0026,0.0031,0.0037
Kentucky,New Mexico,0,0,0,0,0,0.0001,0.0002,0.0003,0.0005,0.0004,0.0008,0.0008
Kentucky,New York,0.002,0.0016,0.0017,0.0019,0.0015,0.0024,0.0039,0.0051,0.006,0.0067,0.008,0.0088
Kentucky,North Carolina,0.0021,0.0024,0.0024,0.0021,0.0018,0.0024,0.003,0.0033,0.0039,0.0041,0.0048,0.0047
Kentucky,North Dakota,0,0,0,0,0.0001,0.0003,0.0004,0.0003,0.0002,0.0004,0.0004,0.0004
Kentucky,Ohio,0.0193,0.0172,0.0166,0.0172,0.0151,0.0198,0.0227,0.0246,0.0346,0.0428,0.0472,0.0535
Kentucky,Oklahoma,0,0.0002,0.0006,0.0008,0.0011,0.0009,0.0014,0.0014,0.0019,0.0018,0.0025,0.0024
Kentucky,Oregon,0,0,0,0.0004,0.0001,0.0002,0.0001,0.0003,0.0004,0.0004,0.0007,0.0006
Kentucky,Pennsylvania,0.0021,0.0027,0.0023,0.002,0.0018,0.0039,0.0047,0.0056,0.0059,0.0067,0.007,0.0071
Kentucky,Rhode Island,0,0,0,0,0.0001,0,0.0002,0.0003,0.0003,0.0004,0.0003,0.0005
Kentucky,South Carolina,0.0005,0.0005,0.0006,0.001,0.0003,0.0009,0.0011,0.0016,0.0019,0.0019,0.0021,0.0023
Kentucky,South Dakota,0,0,0,0,0,0.0001,0.0002,0.0005,0.0004,0.0002,0.0004,0.0006
Kentucky,Tennessee,0.0274,0.029,0.0291,0.033,0.0273,0.0247,0.0225,0.0193,0.0199,0.0196,0.0194,0.0201
Kentucky,Texas,0.0009,0.0012,0.001,0.0009,0.0012,0.0022,0.0033,0.0035,0.0047,0.0057,0.0078,0.0085
Kentucky,Utah,0.0001,0,0,0,0.0001,0,0,0.0003,0.0003,0.0003,0.0005,0.0008
Kentucky,Vermont,0.0001,0.0001,0,0,0,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003
Kentucky,Virginia,0.0107,0.0082,0.0086,0.0093,0.0074,0.0068,0.0056,0.0053,0.0072,0.0069,0.0072,0.007
Kentucky,Washington,0,0,0,0,0.0001,0.0001,0.0003,0.0005,0.001,0.0012,0.0016,0.0016
Kentucky,West Virginia,0.002,0.0029,0.004,0.0059,0.0051,0.0075,0.0059,0.0078,0.009,0.0104,0.0104,0.01
Kentucky,Wisconsin,0.0002,0.0005,0.0006,0.0005,0.0008,0.0007,0.0013,0.0023,0.0019,0.0023,0.0025,0.0027
Kentucky,Wyoming,0,0,0,0,0.0001,0,0,0.0001,0.0002,0.0003,0.0002,0.0005
Louisiana,Alabama,0.0149,0.0144,0.0124,0.0118,0.0067,0.0095,0.0093,0.0081,0.0089,0.0084,0.0068,0.0076
Louisiana,Alaska,0,0,0.0001,0,0,0,0.0001,0.0003,0.0007,0.0003,0.0005,0.0006
Louisiana,Arizona,0,0,0,0,0,0.0004,0.0002,0.0004,0.0009,0.0009,0.0011,0.0012
Louisiana,Arkansas,0.0067,0.0097,0.0096,0.0172,0.0155,0.0163,0.0168,0.0149,0.0137,0.0118,0.0102,0.0078
Louisiana,California,0.0002,0.0003,0.0002,0.0007,0.0003,0.0019,0.003,0.0057,0.0078,0.008,0.0118,0.0142
Louisiana,Colorado,0.0001,0,0.0006,0.0001,0.0003,0.0005,0.0008,0.001,0.0013,0.0014,0.0019,0.0015
Louisiana,Connecticut,0.0001,0.0001,0.0002,0,0,0.0002,0.0003,0.0007,0.001,0.0008,0.001,0.001
Louisiana,Delaware,0.0001,0,0,0,0,0,0.0002,0.0001,0.0003,0.0003,0.0002,0.0003
Louisiana,District of Columbia,0.0001,0.0002,0.0001,0.0002,0,0.0004,0.0005,0.0005,0.0009,0.0007,0.0008,0.0007
Louisiana,Florida,0.0011,0.0015,0.0008,0.0017,0.0014,0.0016,0.0034,0.0051,0.0067,0.0057,0.0065,0.0077
Louisiana,Georgia,0.009,0.0067,0.0053,0.0042,0.0032,0.0037,0.0032,0.0041,0.0049,0.0043,0.0047,0.0052
Louisiana,Hawaii,0,0,0,0,0.0001,0.0002,0.0002,0.0002,0.0005,0.0006,0.0007,0.0007
Louisiana,Idaho,0,0,0,0,0,0.0002,0.0002,0.0001,0.0005,0.0003,0.0003,0.0002
Louisiana,Illinois,0.0019,0.0038,0.004,0.0045,0.0031,0.0048,0.0041,0.0053,0.0062,0.0068,0.0063,0.0064
Louisiana,Indiana,0.0013,0.0014,0.0023,0.0014,0.0012,0.0016,0.0016,0.0017,0.003,0.0031,0.0027,0.0025
Louisiana,Iowa,0.001,0.0015,0.0017,0.0009,0.0011,0.0014,0.0014,0.0011,0.0016,0.0014,0.0015,0.0013
Louisiana,Kansas,0.0006,0.0009,0.0012,0.001,0.0015,0.002,0.0025,0.0021,0.0029,0.0024,0.0022,0.0024
Louisiana,Kentucky,0.003,0.0017,0.0015,0.0017,0.0021,0.002,0.002,0.0029,0.0028,0.0024,0.003,0.0017
Louisiana,Maine,0.0002,0.0001,0.0001,0.0002,0.0003,0.0003,0.0003,0.0003,0.0005,0.0005,0.0005,0.0006
Louisiana,Maryland,0.0013,0.0005,0.0004,0.0005,0.0004,0.0005,0.0007,0.001,0.0018,0.0015,0.0014,0.0013
Louisiana,Massachusetts,0.0004,0.0004,0.0008,0.0004,0.0005,0.0011,0.0012,0.0012,0.0022,0.0018,0.0021,0.0017
Louisiana,Michigan,0.0008,0.0005,0.001,0.0007,0.0008,0.0011,0.0016,0.0022,0.0034,0.0039,0.0038,0.0044
Louisiana,Minnesota,0.0002,0.0005,0.0003,0.0003,0.0003,0.0007,0.0007,0.0009,0.0012,0.0013,0.0011,0.001
Louisiana,Mississippi,0.0304,0.0321,0.0372,0.0423,0.04,0.0398,0.0415,0.0389,0.0348,0.0324,0.0279,0.0227
Louisiana,Missouri,0.0023,0.004,0.0044,0.0038,0.0043,0.0039,0.0038,0.0037,0.0046,0.0043,0.0035,0.0028
Louisiana,Montana,0,0.0001,0.0001,0.0003,0.0001,0.0001,0.0004,0.0001,0.0004,0.0004,0.0005,0.0002
Louisiana,Nebraska,0.0003,0.0005,0.0003,0.0003,0.0006,0.0006,0.0004,0.0007,0.0011,0.0011,0.001,0.0007
Louisiana,Nevada,0,0,0,0,0,0,0.0001,0.0001,0.0004,0.0003,0.0006,0.0006
Louisiana,New Hampshire,0.0001,0,0,0,0,0.0002,0.0001,0.0002,0.0004,0.0002,0.0002,0.0001
Louisiana,New Jersey,0.0004,0.0003,0.0002,0,0.0006,0.0008,0.0015,0.0018,0.002,0.0021,0.0022,0.0027
Louisiana,New Mexico,0,0.0001,0,0,0.0001,0.0003,0.0004,0.0007,0.0012,0.001,0.0011,0.001
Louisiana,New York,0.0024,0.0017,0.0032,0.0017,0.002,0.0035,0.0042,0.0051,0.0068,0.0058,0.0063,0.0058
Louisiana,North Carolina,0.0039,0.0018,0.0021,0.0018,0.001,0.0013,0.0018,0.0021,0.0033,0.0027,0.0031,0.0028
Louisiana,North Dakota,0,0.0001,0.0001,0,0.0001,0.0002,0.0002,0.0002,0.0004,0.0004,0.0004,0.0003
Louisiana,Ohio,0.0017,0.0025,0.0021,0.0015,0.0016,0.0016,0.0025,0.0034,0.0045,0.0049,0.0045,0.0041
Louisiana,Oklahoma,0.0001,0.0004,0.0012,0.0014,0.0029,0.0038,0.0049,0.0058,0.0051,0.005,0.0044,0.0034
Louisiana,Oregon,0,0,0.0001,0,0,0.0003,0.0003,0.0005,0.0006,0.0005,0.0006,0.0008
Louisiana,Pennsylvania,0.0011,0.002,0.0018,0.0009,0.0013,0.0019,0.0035,0.0027,0.0043,0.0043,0.0039,0.0038
Louisiana,Rhode Island,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0004,0.0004,0.0004,0.0004
Louisiana,South Carolina,0.0034,0.0031,0.0014,0.0013,0.0011,0.0014,0.0013,0.0009,0.0022,0.0018,0.0017,0.0018
Louisiana,South Dakota,0,0,0.0002,0,0.0001,0.0002,0.0003,0.0003,0.0004,0.0004,0.0004,0.0003
Louisiana,Tennessee,0.003,0.0032,0.0027,0.0059,0.0036,0.0043,0.0045,0.0052,0.0052,0.0046,0.0045,0.0041
Louisiana,Texas,0.0121,0.0157,0.018,0.0205,0.0225,0.027,0.0298,0.0307,0.0334,0.0323,0.0323,0.0323
Louisiana,Utah,0,0.0001,0.0001,0,0.0001,0,0.0002,0.0003,0.0004,0.0003,0.0005,0.0004
Louisiana,Vermont,0.0001,0.0001,0.0001,0.0001,0,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001
Louisiana,Virginia,0.0063,0.0026,0.0015,0.0008,0.0007,0.0016,0.0015,0.0026,0.0034,0.0029,0.003,0.0026
Louisiana,Washington,0.0001,0.0005,0.0001,0.0001,0.0002,0.0004,0.0011,0.0012,0.0014,0.0012,0.0015,0.0016
Louisiana,West Virginia,0.0002,0.0005,0,0.0004,0.0006,0.0008,0.0011,0.0015,0.0016,0.0014,0.0013,0.0011
Louisiana,Wisconsin,0.0003,0.0006,0.0009,0.0007,0.0007,0.001,0.0014,0.0013,0.0017,0.0017,0.0015,0.0011
Louisiana,Wyoming,0,0,0.0001,0,0,0.0001,0.0002,0.0004,0.0003,0.0004,0.0002,0.0003
Maine,Alabama,0.0001,0,0.0001,0,0,0.001,0.0014,0.0014,0.0011,0.001,0.0009,0.0011
Maine,Alaska,0,0,0,0,0,0,0.0001,0.0006,0.0006,0.0008,0.0006,0.001
Maine,Arizona,0,0,0,0,0.0001,0.0001,0.0007,0.0003,0.0006,0.001,0.0015,0.0013
Maine,Arkansas,0.0001,0,0,0,0.0001,0,0.0006,0.0004,0.0005,0.0004,0.0006,0.001
Maine,California,0.0009,0.0013,0.0008,0.0012,0.0011,0.0023,0.0025,0.0031,0.0059,0.0085,0.0095,0.0134
Maine,Colorado,0.0001,0.0001,0.0003,0.0004,0.0004,0.0004,0.0006,0.0008,0.0012,0.0023,0.0019,0.0019
Maine,Connecticut,0.0013,0.0024,0.0026,0.0028,0.0022,0.0068,0.0066,0.0105,0.0186,0.0216,0.0241,0.0238
Maine,Delaware,0,0,0.0001,0,0,0.0001,0.0001,0,0.0008,0.001,0.001,0.0007
Maine,District of Columbia,0.0002,0.0003,0.0001,0.0001,0.0001,0.0006,0.0007,0.0014,0.0012,0.0019,0.0014,0.0012
Maine,Florida,0.0001,0.0001,0.0001,0,0.0002,0.0013,0.0024,0.0024,0.0038,0.005,0.0064,0.0077
Maine,Georgia,0.0003,0.0001,0.0003,0.0001,0.0002,0.0002,0.001,0.001,0.0012,0.0019,0.002,0.0038
Maine,Hawaii,0,0.0003,0.0003,0,0.0001,0,0.0002,0.0006,0.0005,0.0011,0.0007,0.0012
Maine,Idaho,0,0,0,0,0,0.0001,0.0002,0.0006,0.0005,0.0002,0.0003,0.0002
Maine,Illinois,0.0008,0.0012,0.0008,0.0001,0.0008,0.0011,0.0022,0.0024,0.0035,0.0052,0.0059,0.0046
Maine,Indiana,0.0002,0.0008,0.0005,0.0008,0.0002,0.0009,0.0015,0.0009,0.002,0.0026,0.0023,0.0032
Maine,Iowa,0.0001,0.0005,0.0003,0.0004,0.0007,0.0006,0.0017,0.0007,0.001,0.0015,0.0018,0.0017
Maine,Kansas,0.0001,0.0003,0,0.0001,0.0002,0.0005,0.0003,0.0007,0.0009,0.0011,0.0014,0.0009
Maine,Kentucky,0.0003,0.0001,0.0003,0.0005,0.0008,0.0007,0.0013,0.0008,0.0014,0.0016,0.0014,0.0013
Maine,Louisiana,0.0001,0.0003,0.0003,0.0001,0.0001,0.0003,0.0004,0.0015,0.001,0.0018,0.0014,0.0007
Maine,Maryland,0.0004,0.0007,0.0001,0.0004,0.0001,0.0003,0.0009,0.0012,0.0033,0.0039,0.0043,0.0027
Maine,Massachusetts,0.0225,0.0232,0.0316,0.0316,0.0383,0.0487,0.046,0.051,0.0604,0.0706,0.0725,0.0811
Maine,Michigan,0.0007,0.0022,0.0007,0.0009,0.0014,0.0022,0.003,0.0023,0.0039,0.0047,0.0052,0.0037
Maine,Minnesota,0.0008,0.0005,0.0007,0.0005,0.0013,0.0013,0.0012,0.0007,0.0014,0.0016,0.0021,0.0018
Maine,Mississippi,0.0001,0,0,0,0.0001,0.0004,0.0012,0.0001,0.001,0.0009,0.001,0.001
Maine,Missouri,0.0002,0,0.0003,0.0005,0.0007,0.0007,0.0012,0.0012,0.0016,0.002,0.0025,0.0031
Maine,Montana,0.0001,0.0004,0.0001,0,0.0004,0,0,0.0004,0.0005,0.0004,0.0004,0.0007
Maine,Nebraska,0.0002,0.0014,0.0001,0.0001,0.0001,0.0005,0.0006,0.0008,0.0008,0.0008,0.0013,0.0012
Maine,Nevada,0,0.0001,0,0,0,0,0.0003,0.0001,0.0007,0.0002,0.0005,0.0009
Maine,New Hampshire,0.0118,0.0119,0.0158,0.0179,0.0162,0.0195,0.0177,0.0226,0.0252,0.0335,0.0329,0.0347
Maine,New Jersey,0.001,0.0014,0.0008,0.0009,0.0026,0.0022,0.0043,0.0068,0.0108,0.0126,0.0144,0.0136
Maine,New Mexico,0,0,0,0,0,0.0001,0,0,0.0005,0.0005,0.0005,0.0002
Maine,New York,0.0046,0.0079,0.007,0.0058,0.0066,0.0117,0.0158,0.0144,0.0261,0.0289,0.0326,0.0292
Maine,North Carolina,0.0001,0.0001,0,0.0002,0.0008,0.0008,0.0019,0.0021,0.0024,0.0023,0.0029,0.0032
Maine,North Dakota,0.0001,0,0,0,0,0.0002,0.0007,0.0001,0.0003,0.0005,0.0004,0.0006
Maine,Ohio,0.0003,0.0016,0.0013,0.0005,0.0008,0.0012,0.0023,0.0026,0.0049,0.0068,0.0069,0.0083
Maine,Oklahoma,0.0001,0,0.0001,0.0003,0,0.0002,0.0015,0.0007,0.0009,0.0014,0.001,0.0013
Maine,Oregon,0.0001,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0006,0.0008,0.0011,0.0006
Maine,Pennsylvania,0.0019,0.0014,0.0025,0.0015,0.0011,0.0053,0.0083,0.0069,0.0096,0.0124,0.0128,0.0142
Maine,Rhode Island,0.0011,0.0005,0.0018,0.0016,0.0017,0.003,0.0019,0.0048,0.0061,0.0064,0.0072,0.0077
Maine,South Carolina,0.0001,0,0,0.0003,0.0002,0.0004,0.0003,0.0005,0.0011,0.0013,0.0014,0.0014
Maine,South Dakota,0,0.0003,0,0,0,0,0.0001,0.0003,0.0005,0.0003,0.0003,0.0001
Maine,Tennessee,0.0001,0.0003,0.0001,0,0.0001,0.0005,0.0008,0.0023,0.0008,0.0012,0.0014,0.0015
Maine,Texas,0,0,0.0001,0.0001,0.0001,0.0005,0.0029,0.0025,0.003,0.0044,0.0052,0.0039
Maine,Utah,0,0,0,0,0,0.0001,0.0002,0.0001,0.0002,0.0007,0.0008,0.0011
Maine,Vermont,0.0026,0.0038,0.003,0.0061,0.0042,0.0045,0.0046,0.0054,0.0059,0.0054,0.0053,0.0051
Maine,Virginia,0.0004,0.0003,0.0001,0.0001,0.0001,0.0006,0.0017,0.0016,0.0044,0.0046,0.0051,0.0041
Maine,Washington,0.0001,0.0001,0,0.0001,0.0002,0.0007,0.0006,0.0013,0.0012,0.0019,0.0021,0.0018
Maine,West Virginia,0,0.0001,0.0001,0.0004,0.0006,0.0005,0.0017,0.0003,0.0008,0.0011,0.0012,0.0016
Maine,Wisconsin,0.0005,0.0005,0.0006,0.0012,0.0012,0.0005,0.0012,0.001,0.0014,0.0029,0.0023,0.0019
Maine,Wyoming,0.0001,0.0001,0.0001,0.0001,0,0,0.0002,0.0001,0.0002,0.0003,0.0003,0.0002
Maryland,Alabama,0.0003,0.0009,0.0004,0.0017,0.0015,0.003,0.003,0.0037,0.0042,0.0037,0.0036,0.0036
Maryland,Alaska,0,0,0,0.0001,0,0.0002,0.0002,0.0003,0.0004,0.0004,0.0004,0.0008
Maryland,Arizona,0,0,0,0.0001,0.0001,0.0001,0.0004,0.0004,0.0006,0.001,0.0011,0.0012
Maryland,Arkansas,0.0001,0.0001,0.0003,0.0003,0.0007,0.001,0.001,0.0016,0.0014,0.0014,0.0013,0.0011
Maryland,California,0.0001,0.0004,0.0002,0.0011,0.0012,0.0026,0.0041,0.0071,0.0076,0.0095,0.0127,0.0141
Maryland,Colorado,0,0,0.0001,0.0001,0.0007,0.0008,0.0011,0.0015,0.0016,0.0018,0.0019,0.0018
Maryland,Connecticut,0.0005,0.0002,0.0017,0.0017,0.0013,0.0021,0.0028,0.0042,0.0042,0.0042,0.0045,0.0045
Maryland,Delaware,0.0076,0.0084,0.0055,0.0078,0.0066,0.0061,0.0058,0.0048,0.0058,0.0073,0.0074,0.0074
Maryland,District of Columbia,0.0057,0.008,0.0119,0.0148,0.0248,0.0416,0.0509,0.0603,0.0701,0.0957,0.0918,0.0867
Maryland,Florida,0.0001,0.0002,0.001,0.0009,0.0016,0.003,0.0031,0.0051,0.0058,0.0069,0.0072,0.0076
Maryland,Georgia,0.0005,0.0012,0.0021,0.0034,0.0044,0.0049,0.0057,0.0063,0.0057,0.006,0.0054,0.0051
Maryland,Hawaii,0,0,0,0,0.0001,0.0001,0.001,0.0007,0.0009,0.0012,0.0012,0.0014
Maryland,Idaho,0,0,0.0001,0,0.0003,0.0001,0.0004,0.0003,0.0005,0.0004,0.0005,0.0004
Maryland,Illinois,0.0009,0.0015,0.0029,0.0039,0.0042,0.0051,0.0068,0.0094,0.0078,0.009,0.0085,0.0078
Maryland,Indiana,0.0006,0.0012,0.0018,0.002,0.0033,0.0039,0.0033,0.0032,0.0039,0.004,0.0036,0.0035
Maryland,Iowa,0.0002,0.0005,0.0008,0.0009,0.0015,0.0025,0.0026,0.002,0.0021,0.0022,0.002,0.0015
Maryland,Kansas,0.0003,0.0007,0.0009,0.0006,0.0016,0.0017,0.002,0.0029,0.0021,0.002,0.0018,0.0015
Maryland,Kentucky,0.0006,0.0005,0.0013,0.0017,0.0025,0.0044,0.0042,0.0048,0.0042,0.0037,0.0033,0.0023
Maryland,Louisiana,0.0005,0.0004,0.001,0.0004,0.0012,0.0014,0.0018,0.002,0.0021,0.0028,0.0029,0.0027
Maryland,Maine,0.0004,0.0005,0.0004,0.001,0.0008,0.0014,0.0017,0.0023,0.0018,0.0017,0.0015,0.0017
Maryland,Massachusetts,0.0013,0.0015,0.0034,0.0027,0.0041,0.0057,0.008,0.0101,0.0099,0.0089,0.0086,0.0079
Maryland,Michigan,0.0005,0.0009,0.0014,0.0011,0.0025,0.0031,0.0032,0.005,0.0053,0.0066,0.0065,0.0065
Maryland,Minnesota,0.0002,0.0005,0.0004,0.0008,0.0006,0.002,0.0023,0.003,0.0027,0.0026,0.0023,0.0022
Maryland,Mississippi,0.0002,0.0002,0.0012,0.0006,0.0011,0.0017,0.0017,0.0014,0.0028,0.002,0.0018,0.0021
Maryland,Missouri,0.001,0.0009,0.0014,0.0012,0.0019,0.0042,0.0037,0.0039,0.0036,0.0037,0.0034,0.0036
Maryland,Montana,0,0,0,0.0001,0.0001,0.0003,0.0006,0.0005,0.0006,0.0006,0.0004,0.0004
Maryland,Nebraska,0.0002,0.0001,0.0007,0.0006,0.0007,0.0015,0.0017,0.0018,0.0014,0.0013,0.0012,0.001
